"firm_alias","mortgage_id","mortgage_expiry_date","mortgage_type","mortgage_state","mortgage_closed_date"
"Roast Ham","03af239c-0977-4bef-a0c8-6a2ed7f3238e","2029-12-31","buy-to-let","open",""
"Roast Ham","03b7334c-f7c7-4c95-8125-d4a6538fd91a","2027-12-31","owner-occupied","open",""
"Roast Ham","03b91744-69b7-4fe1-81b5-5033d1c806da","2027-07-31","buy-to-let","open",""
"Roast Ham","03be9298-625e-4420-9261-b82113255d79","2025-10-01","owner-occupied","open",""
"Hidecreek","03bf42a7-8f7d-42a5-95fa-0ce0b669ac32","2028-03-03","buy-to-let","open",""
"Hidecreek","03bfb947-b6d2-43f0-9634-17bb13c30a8e","2028-08-18","commercial-buy-to-let","switched","2025-09-09"
"Elderless","03cfff96-890b-481f-8dde-d658d03396a0","2026-01-31","buy-to-let","redeemed","2026-02-25"
"Roast Ham","03d1e427-6958-4bdc-b7d8-a9dcd4cb4f3c","2026-06-06","buy-to-let","switched","2026-04-22"
"Roast Ham","03d3982c-40ee-4498-aa9e-f99afda485a8","2026-02-28","buy-to-let","redeemed","2026-03-03"
"Elderless","03d5c323-24d5-49ad-abcf-482cc287c642","2027-05-31","buy-to-let","open",""
"Roast Ham","03daef01-b1ad-4df3-be25-88d1b0309bcd","2028-10-31","owner-occupied","open",""
"Elderless","03dfbb69-2e67-4804-af03-d66526e0877b","2028-01-31","owner-occupied","open",""
"Hidecreek","03e3cf5a-a909-4bdd-8b01-95524bead25a","2030-10-06","buy-to-let","open",""
"Roast Ham","03e5cad0-5186-4c30-a4c0-7b46999b279d","2027-03-31","owner-occupied","open",""
"Elderless","03ee1ee1-fd76-4da4-834e-ad02e2f90b79","2028-02-26","buy-to-let","open",""
"Roast Ham","03ef2566-d263-435b-8e33-e3b58798c2e4","2028-01-31","owner-occupied","open",""
"Elderless","03f0bf8a-a01d-4429-b015-2d23758dfc66","2031-02-01","buy-to-let","open",""
"Elderless","03fa071f-5a2a-4b18-b253-8ee848f27e5b","2029-09-19","buy-to-let","open",""
"Roast Ham","03fb797c-6e17-4173-a8a4-666b7000f9b8","2028-02-29","owner-occupied","open",""
"Elderless","03fbd1c6-db14-48f3-bd6c-4512bfb3352b","2028-04-29","owner-occupied","open",""
"Elderless","03fc1769-db65-400e-ae80-30dff29af5ab","2029-09-30","owner-occupied","open",""
"Elderless","03fc7aae-fbcd-4cfd-841b-816e2b5fde19","2028-11-23","buy-to-let","open",""
"Elderless","03fc89e8-4f7e-4ba0-9a0a-f3bcdad713eb","2026-06-30","owner-occupied","open",""
"Elderless","03fcce65-0155-404f-b9eb-3ba31d305e8b","2027-07-14","buy-to-let","open",""
"Roast Ham","04065c04-c842-409b-bc7c-23ff9903a9a7","2027-01-31","owner-occupied","open",""
"Hidecreek","04075d00-3f07-4903-a2e4-8263f00cd07d","2028-03-16","buy-to-let","open",""
"Elderless","040c9f8e-817f-4737-bf86-486f0f42e546","2028-02-29","buy-to-let","open",""
"Hidecreek","0412bde8-b028-4757-97ea-9a830f6050ba","2029-09-06","buy-to-let","open",""
"Elderless","041a33a0-37c8-4cfc-8045-dbbc95cd3d40","2028-05-07","owner-occupied","open",""
"Roast Ham","041f9fcc-2d82-4140-a990-8e2d23064b69","2025-09-30","owner-occupied","redeemed","2025-10-03"
"Elderless","0422592b-ba03-464f-8a95-674dcc3a9037","2027-02-27","buy-to-let","open",""
"Elderless","04237e93-538a-4efb-b92c-fdabda81b146","2028-03-31","buy-to-let","open",""
"Hidecreek","0423b13c-30dd-4c4b-b8df-22f900099c21","2028-03-17","buy-to-let","open",""
"Elderless","04248262-aaf2-46ce-859e-3cea253ea072","2029-11-28","buy-to-let","open",""
"Elderless","0424bbe2-6e4f-422c-b1ee-99c1a7b8a96c","2026-01-31","buy-to-let","switched","2025-11-04"
"Elderless","0425b2ee-fbed-425e-b04d-8633df64aaf8","2025-11-30","owner-occupied","switched","2025-11-29"
"Elderless","042615e6-c57e-4621-b289-79e9bfb3a6f3","2028-04-03","buy-to-let","open",""
"Roast Ham","04285fdd-a692-48f9-a168-c8e30e70b63c","2027-04-30","buy-to-let","open",""
"Elderless","04289d4f-e37c-4c07-bf03-c4e4b6238a19","2027-11-30","buy-to-let","open",""
"Roast Ham","0428fd58-9ece-4fda-8f4b-85a5e8c45e0a","2026-07-31","owner-occupied","open",""
"Elderless","042a0a7c-459a-451f-9f45-0cb3a9423e99","2029-10-13","owner-occupied","open",""
"Elderless","042d39a1-677b-4bfe-8d67-ba957ad0b822","2028-04-01","buy-to-let","open",""
"Elderless","042ffe36-fd4e-4db2-9385-01324db2f9fe","2028-12-18","buy-to-let","open",""
"Elderless","04332a9b-5ce1-4551-b88a-fd9b23f59e67","2025-09-30","owner-occupied","redeemed","2025-10-02"
"Elderless","0199a67b-9860-46f1-aef6-24a8dd63c1d6","2027-05-31","buy-to-let","open",""
"Elderless","019d1259-8720-4f5f-8913-38c8a0dbe0f4","2025-07-02","buy-to-let","redeemed","2025-12-16"
"Roast Ham","019dedbc-b20f-4988-a10b-50181c132a49","2025-09-30","buy-to-let","redeemed","2025-10-07"
"Elderless","019e1898-bfa9-49ad-9355-10f6726ca031","2028-05-31","owner-occupied","open",""
"Elderless","019e6a50-2529-425e-b634-9047d7967f41","2027-06-30","owner-occupied","open",""
"Elderless","01a46347-5dfc-47bd-a2f0-374ceef5757a","2028-12-20","buy-to-let","open",""
"Elderless","01a4901c-8cb4-45ef-9ab9-94992d408585","2028-07-02","buy-to-let","open",""
"Elderless","01a675c8-a94c-4782-96a2-d5bae6459659","2025-11-30","buy-to-let","switched","2025-09-17"
"Elderless","01ab1a06-6a29-4208-82f1-0c027e432ead","2029-08-08","buy-to-let","open",""
"Elderless","01aca344-7310-4f31-86ee-1cc6440e94fc","2028-12-10","buy-to-let","open",""
"Elderless","01af0ec9-e764-4035-91ab-e1375ff9dff8","2025-07-31","owner-occupied","redeemed","2025-07-01"
"Roast Ham","01af1fe2-6bd5-4757-8f44-797cadf77684","2027-06-30","buy-to-let","open",""
"Hidecreek","01b336a5-e33a-426d-98ed-a3f509bb96b6","2027-08-02","buy-to-let","open",""
"Hidecreek","01b3fc1f-10b7-4f0e-b00b-c64357765a2a","2027-01-26","buy-to-let","open",""
"Hidecreek","01b3fc9e-9c87-490c-b27c-666730c726fe","2027-05-27","commercial-buy-to-let","switched","2025-09-09"
"Elderless","01b4b8c6-62df-4173-a51a-00e33a972284","2029-12-01","buy-to-let","open",""
"Elderless","01b697b9-6f2b-4429-a90d-85869f3d3e11","2028-01-29","buy-to-let","open",""
"Elderless","01b69a0b-420c-4754-a782-5f62b0e2f0ac","2031-03-31","owner-occupied","open",""
"Elderless","01bd4e3b-dee5-4a2f-aac2-b64769a716cb","2026-10-31","buy-to-let","open",""
"Elderless","01be2afd-c038-4366-a7c5-a395c1d4068b","2025-12-31","buy-to-let","switched","2025-12-25"
"Hidecreek","01c128d7-c17c-4155-9f6b-703ce3fc0365","2026-03-29","buy-to-let","open",""
"Hidecreek","01c58e72-7daf-41b8-9cb5-79e1eac77ed9","2028-08-25","buy-to-let","open",""
"Hidecreek","01c67e70-5229-4147-b070-c32fd2322e3c","2027-08-10","buy-to-let","open",""
"Roast Ham","01c99997-35a0-4eb4-8cb0-6b7e956f79ae","2030-09-30","owner-occupied","open",""
"Elderless","01cc267a-2c6f-47a1-b119-8350b21d7448","2027-06-30","buy-to-let","open",""
"Hidecreek","01d29a66-fd29-4727-9bc5-f98ea3e2702c","2030-08-21","buy-to-let","open",""
"Elderless","01d6aaaa-1beb-4933-b2b7-06b75709c844","2029-11-20","buy-to-let","open",""
"Elderless","01d8c275-8e1a-4088-ad09-d47dd7b2f9e8","2029-12-16","buy-to-let","open",""
"Elderless","01df86d2-d496-4c45-b015-7ace5a2b75dc","2027-09-19","owner-occupied","open",""
"Elderless","01e06245-0ba0-48d2-804d-9c9ee9169faa","2028-11-28","buy-to-let","open",""
"Elderless","01e0f134-9344-4f38-a046-790946f9af3c","2025-06-30","owner-occupied","switched","2025-06-10"
"Elderless","01e17ac5-813c-4b9c-8776-def9f23d42b9","2028-11-08","buy-to-let","open",""
"Elderless","01e1a808-9f61-4140-901b-2d7060469990","2031-02-17","buy-to-let","open",""
"Roast Ham","01e4f45e-d8e9-429b-884a-c383c25412d4","2028-08-31","owner-occupied","open",""
"Elderless","01e72afc-8513-48f7-a978-e6f6c2ec9233","2027-04-30","owner-occupied","open",""
"Elderless","01e8059e-4a65-4201-bacf-c4840a5d2188","2027-05-31","buy-to-let","open",""
"Elderless","01f5ae41-44bc-4d68-8baa-cbe34a7d1866","2027-11-12","buy-to-let","open",""
"Elderless","01f83bde-77a3-4dd0-aa91-1ebb8fad1248","2029-11-21","buy-to-let","open",""
"Hidecreek","01f895dc-b25b-4b8f-af46-6e467f5f985d","2031-05-27","commercial-buy-to-let","open",""
"Elderless","01f8fae8-31b4-4a70-b9af-5c4f3c240cb4","2028-04-04","buy-to-let","open",""
"Elderless","01fcbf70-b1af-4e03-8dd8-f9eed0faef07","2027-07-11","buy-to-let","redeemed","2026-04-29"
"Elderless","01fddf7b-be0a-4d58-9552-672deae5266f","2029-08-26","buy-to-let","open",""
"Elderless","02039049-35ad-4ed3-89f0-6965f8832905","2030-01-29","buy-to-let","open",""
"Elderless","020bf0b1-21d7-4f0c-b6ce-85d5fde1ebe0","2026-02-02","buy-to-let","redeemed","2026-02-04"
"Elderless","020d5e96-3510-4092-a2f1-36e25742557d","2029-05-01","owner-occupied","open",""
"Hidecreek","02100251-c773-47fe-8116-422244d5c479","2029-11-15","buy-to-let","open",""
"Elderless","02109294-65a0-4296-bc4f-4c16133fc3e3","2028-03-31","owner-occupied","open",""
"Hidecreek","0210e7b0-d92f-4bac-a4a1-504cd61a3316","2030-02-05","buy-to-let","open",""
"Elderless","021176c1-9466-4d82-960f-57d6ceeab409","2027-12-07","buy-to-let","open",""
"Elderless","0212a44b-5e73-47ac-a4b3-7c713502ac9e","2026-02-28","owner-occupied","switched","2024-03-02"
"Elderless","0215eb80-548e-48a3-8700-0c9ffe5d602f","2026-07-12","buy-to-let","open",""
"Elderless","0216dabc-73b6-4024-89f8-f2233b8fbba2","2025-07-28","buy-to-let","switched","2025-06-19"
"Elderless","021a0313-4bfc-4149-9658-ee555ca038e7","2027-09-11","buy-to-let","open",""
"Elderless","021b2803-c27e-48f0-8f51-7ca623f83908","2027-02-02","buy-to-let","open",""
"Elderless","022c7b07-df66-4d48-b97a-0a2a09ea103a","2027-10-02","buy-to-let","open",""
"Elderless","022d7c05-2186-4156-8c79-9b01d8bd67ca","2027-08-31","buy-to-let","open",""
"Elderless","0233ee74-fe82-44dc-8c45-332025127287","2025-10-12","buy-to-let","open",""
"Roast Ham","023463f7-80a0-4404-8d11-14ff0480620d","2027-05-31","buy-to-let","open",""
"Elderless","023cf7e8-3824-475e-8781-8030eae6b302","2028-12-21","buy-to-let","open",""
"Elderless","023d0c54-0a1e-4381-9a44-bc41d74530b1","2027-08-10","owner-occupied","open",""
"Elderless","0240f7a9-4efe-4285-be14-7f6e692d64cd","2026-08-31","owner-occupied","open",""
"Roast Ham","0242f442-3275-4e2b-a4ff-0ac42fe8b3b7","2026-06-30","owner-occupied","open",""
"Elderless","0243f35a-c596-4334-8f97-fcb3df19d047","2026-02-28","buy-to-let","open",""
"Elderless","02441d67-ab86-4c0b-a83d-14b190dd89b8","2031-03-05","buy-to-let","open",""
"Elderless","0246e807-8924-4a9b-b07e-8ceb67c12896","2028-03-12","buy-to-let","open",""
"Roast Ham","024b7b00-c0f1-4af7-984a-83459a2e366a","2029-02-28","buy-to-let","open",""
"Elderless","024c8cfa-707f-4bfd-bba2-865a0116c42c","2028-12-06","buy-to-let","open",""
"Roast Ham","024d967a-3dec-4514-9e2f-47cf72d237a0","2025-09-30","owner-occupied","switched","2025-08-31"
"Elderless","025782bf-be18-4b54-8f06-c64a46d96ee5","2030-04-16","buy-to-let","open",""
"Elderless","02592b1c-f81e-401d-986c-9062d3679c47","2028-05-31","buy-to-let","open",""
"Roast Ham","025a241a-619e-4a48-a93f-2d3f87ba2f47","2027-06-30","owner-occupied","open",""
"Hidecreek","025acd30-f019-4604-a606-8c9b5623a153","2030-01-14","buy-to-let","open",""
"Hidecreek","025bf036-1263-4ffb-bb65-3555d139b4e8","2027-11-14","buy-to-let","open",""
"Elderless","025de1ed-91e1-4d50-aec8-70b22fd22f9b","2027-12-16","buy-to-let","open",""
"Elderless","025eb800-a8b5-45f8-a59f-982c4a9483fc","2026-03-31","owner-occupied","switched","2026-01-22"
"Roast Ham","02632a91-a606-4689-b590-ee54ac080d1c","2026-11-30","buy-to-let","open",""
"Roast Ham","0264c5a3-5bd6-4a87-90ea-982ae9132d1e","2026-09-30","owner-occupied","open",""
"Elderless","0265a832-e88e-44fd-b0b6-52f40bdcf03c","2025-07-04","buy-to-let","switched","2025-06-05"
"Elderless","0267d1b5-290c-4e9b-980b-7e7a188515e4","2028-02-29","buy-to-let","open",""
"Elderless","026a50cd-7d27-42e3-85bc-053593c9728a","2027-07-31","owner-occupied","switched","2025-11-28"
"Elderless","026c6be0-f4aa-4acd-bafa-c4445cc4a84e","2025-10-31","buy-to-let","switched","2025-10-02"
"Elderless","02716e08-f421-4835-84ea-6c1ad7831447","2027-07-31","owner-occupied","open",""
"Elderless","02723703-a6b6-4ae2-a938-d057667da5f6","2028-03-09","owner-occupied","open",""
"Elderless","0275d882-8880-4c15-b0de-fb1cbbd8ed1d","2027-06-29","buy-to-let","open",""
"Elderless","05988ccc-4647-418d-9758-9d21ce2b04af","2025-09-30","owner-occupied","redeemed","2026-03-14"
"Elderless","0599857b-8be5-49f2-b001-df9ef9928da8","2030-04-10","buy-to-let","open",""
"Roast Ham","0599acaa-84d5-4a1a-bd37-12d5c0620ef7","2027-05-29","buy-to-let","open",""
"Roast Ham","059a8217-fe37-4314-bc4c-9765e4dca90f","2025-08-31","owner-occupied","redeemed","2025-09-02"
"Elderless","059abcde-bd84-42f8-9460-cd6a558b899b","2026-12-01","buy-to-let","open",""
"Elderless","059abda9-4389-4bc4-bed3-ad3043c04d5c","2029-10-24","owner-occupied","open",""
"Elderless","059bcfc3-4fa9-42cd-bc34-483a65c71f9b","2030-10-09","buy-to-let","open",""
"Hidecreek","059de4e4-9180-431a-9230-34f514ab4fba","2027-08-28","buy-to-let","open",""
"Roast Ham","05a6768a-7410-4036-9151-ad9067ad9ff4","2025-07-31","buy-to-let","redeemed","2026-02-04"
"Hidecreek","05a8ccb7-797e-4374-b364-761b31e0e7e2","2027-07-02","buy-to-let","switched","2025-10-28"
"Elderless","05abce5f-6af8-442a-bbfa-a54afa91bfde","2030-03-13","buy-to-let","open",""
"Elderless","05acbb24-457d-4721-b3ff-9153aebcd3be","2027-04-30","owner-occupied","redeemed","2025-10-17"
"Elderless","05acbfe0-c80c-4d93-b644-5b094361ca83","2030-10-31","owner-occupied","open",""
"Roast Ham","05af5c71-a448-4923-96d2-288454b17156","2028-02-29","owner-occupied","open",""
"Elderless","05b1a6a3-f136-482d-9154-b37a226ca9b3","2028-03-31","buy-to-let","open",""
"Roast Ham","05b23df1-cb4b-4fab-ae51-0cbb37595f3d","2027-06-30","owner-occupied","open",""
"Elderless","05b2d77b-4178-470a-af4b-c25b6437f724","2025-05-31","buy-to-let","switched","2025-02-12"
"Elderless","05b4ed04-3730-43e1-a302-10533dfe7e8f","2026-07-03","buy-to-let","open",""
"Elderless","05bb60c9-d3cd-42cb-a34c-f349b6b6c6c0","2028-01-22","owner-occupied","open",""
"Elderless","05c22cd5-e71f-4e8e-b7cd-63dde0ff9b21","2027-04-30","owner-occupied","open",""
"Elderless","05c3b1fe-e27e-4e23-8602-389de65d310e","2029-07-25","buy-to-let","open",""
"Elderless","05c41312-fbac-414a-919b-4d7b4fdc7267","2030-07-02","buy-to-let","open",""
"Elderless","05c44a59-7f3a-4b02-98f5-d95614e5c0a3","2027-08-31","owner-occupied","open",""
"Elderless","05c6dcd9-4e36-455d-8509-875507ee31da","2027-11-01","buy-to-let","open",""
"Elderless","05cb7b1c-1bf9-47b4-b078-e4b582201142","2029-05-01","buy-to-let","open",""
"Roast Ham","05cd0535-e535-45f7-9b15-9aea89d99ddd","2027-08-31","owner-occupied","open",""
"Hidecreek","05cff4da-4760-468d-a5ca-3f230c104460","2026-10-28","buy-to-let","open",""
"Elderless","05d1f5cb-b729-4b33-9eac-51f0d18524cd","2027-06-25","owner-occupied","open",""
"Roast Ham","05d41c94-cc5b-4a3c-9dc8-fce5e5fe9958","2025-10-31","owner-occupied","redeemed","2025-11-01"
"Hidecreek","05d8f49b-7982-4aa8-9aa6-37e5002372d2","2026-10-09","commercial-buy-to-let","redeemed","2026-02-25"
"Elderless","05dbbc0b-666f-47ee-b16d-ec2c7cefbb8b","2031-03-16","buy-to-let","open",""
"Elderless","05dd7801-87c4-40fa-88bd-f525348cbd86","2027-07-14","buy-to-let","open",""
"Roast Ham","05e0770e-0540-4d9e-a719-d0a483370336","2029-02-28","owner-occupied","open",""
"Elderless","05e25336-4a90-45d4-85fa-173602221e70","2027-01-14","buy-to-let","open",""
"Elderless","05e2628a-1338-463d-b04c-95e7a67a3495","2026-09-16","owner-occupied","open",""
"Roast Ham","05e6e603-62f4-4089-a69f-c0543d8e1ac7","2027-10-31","owner-occupied","open",""
"Elderless","05e6fbd8-b8d6-487c-933f-ce6758b8198b","2028-06-20","buy-to-let","open",""
"Elderless","05e77c38-298b-468e-96f7-48b6fbdcb231","2026-10-15","buy-to-let","open",""
"Roast Ham","05eaaa7a-e0b6-48df-bb2b-70b7f185cf4a","2025-05-31","buy-to-let","switched","2025-05-16"
"Roast Ham","05ec274f-475d-40ac-8b56-1bd94c6def9e","2029-07-31","owner-occupied","open",""
"Elderless","05f0d069-99d4-47e0-9927-a5f92b27b727","2027-08-29","buy-to-let","open",""
"Roast Ham","05f11b79-16b1-4012-bab6-da13c1b9c6dd","2027-08-31","owner-occupied","open",""
"Hidecreek","05f3f948-f9e3-42bb-a21c-1f5b0c0a74dd","2029-11-08","buy-to-let","open",""
"Roast Ham","05f9484b-8ca3-4205-96d9-dde143cbb0c2","2027-04-21","buy-to-let","open",""
"Elderless","05fe1221-6dc4-4608-86d8-80482b0f8a5d","2026-03-19","owner-occupied","switched","2025-11-28"
"Elderless","05fefd2e-5cd7-4da6-b7fe-538dd257fb72","2026-07-31","owner-occupied","switched","2026-04-14"
"Elderless","06010eac-ef5e-4031-8b70-6c8c53cd829d","2028-04-20","owner-occupied","redeemed","2025-04-01"
"Elderless","06034bdc-5455-4ae0-89ea-d016cbe6a34e","2025-11-30","buy-to-let","switched","2025-11-13"
"Hidecreek","0605f2b8-02dd-47ca-973b-69d8c2396879","2027-06-06","buy-to-let","open",""
"Elderless","0609faf5-dd85-4067-ab10-7c907b78786f","2030-09-01","buy-to-let","open",""
"Roast Ham","060a9934-034f-4063-ab18-c49f8ce477da","2031-01-31","buy-to-let","open",""
"Roast Ham","060cc150-0e5f-465f-9d9b-c70c6a9a6f7a","2028-04-30","owner-occupied","open",""
"Hidecreek","060cd6d0-c388-4f7a-ad9f-c55f2d335afc","2025-12-20","buy-to-let","redeemed","2025-12-26"
"Elderless","060fecb0-eaa2-477b-a4b6-1bf7c9b99e0f","2027-10-20","owner-occupied","open",""
"Hidecreek","061615b3-34db-41a6-a5af-9c54fd63aeaf","2026-12-20","semi-commercial-buy-to-let","open",""
"Roast Ham","0617dd03-10a2-4cb1-bf60-7f82b401e220","2025-09-30","owner-occupied","switched","2025-09-02"
"Roast Ham","0619e3f8-39be-4bac-88cd-9baa7e212888","2028-05-31","owner-occupied","open",""
"Elderless","061bbd09-c954-4801-9fca-3f2c0051865a","2027-08-01","buy-to-let","open",""
"Elderless","061cfc6d-e82c-4f86-962d-18408d57453b","2029-04-22","buy-to-let","open",""
"Elderless","061fb489-6481-4cb7-9eab-bc0e5fb0ad26","2026-09-26","buy-to-let","open",""
"Roast Ham","06236143-5bba-4a7a-af1c-d80923ae4a24","2026-06-30","owner-occupied","redeemed","2023-11-29"
"Roast Ham","06290311-374a-4911-8b10-0c7e3fea486c","2025-08-31","owner-occupied","switched","2025-10-11"
"Elderless","0629213b-24b6-401c-ab8e-328bb5548e7d","2027-04-04","buy-to-let","open",""
"Elderless","062e7ac3-2a39-42ef-a8d7-e305a2dc0a0e","2031-05-10","buy-to-let","open",""
"Elderless","062f7a38-22f9-4378-a2ad-16ca9de84309","2027-08-20","owner-occupied","open",""
"Roast Ham","062ff969-1281-4192-b961-437ae9cdb01c","2028-04-30","buy-to-let","open",""
"Roast Ham","063127de-19fb-440b-82de-bc4220ae6026","2030-02-28","buy-to-let","open",""
"Hidecreek","06323a0e-8dbb-4182-b12e-56eae1da33ce","2030-02-26","buy-to-let","open",""
"Elderless","0633dda4-a4ab-4ffa-a2ac-015009856610","2030-01-09","buy-to-let","open",""
"Elderless","063e1a4e-0613-4540-a4fd-db42af3399fc","2031-02-01","buy-to-let","open",""
"Elderless","06401459-9b21-4f20-8361-bebc2937a510","2027-02-02","owner-occupied","open",""
"Elderless","064386c0-d589-4ce2-b7bb-5d874c3ed16c","2029-09-26","buy-to-let","open",""
"Elderless","0643b224-70bf-4281-b1fb-4f04cf810e45","2026-04-01","buy-to-let","open",""
"Elderless","064989ed-6109-4cf5-aacc-8db45255acdf","2027-10-17","buy-to-let","open",""
"Roast Ham","064f34cc-a03c-4a26-a755-17aebbf6b372","2028-01-31","buy-to-let","open",""
"Elderless","064f9df5-fabd-4008-a0dc-ec8975d94577","2028-12-06","buy-to-let","open",""
"Elderless","06517e72-6cc1-4f1b-a2ed-3cc4e87bfb9f","2025-10-31","buy-to-let","redeemed","2025-11-05"
"Roast Ham","0654b225-8cc4-4256-808d-18a394a6df02","2027-09-30","owner-occupied","open",""
"Elderless","06558015-f533-408b-8be7-40912598b412","2026-03-31","owner-occupied","open",""
"Elderless","06566a0b-3094-43f4-aeab-f894160e85be","2027-10-06","buy-to-let","open",""
"Elderless","06569346-1f69-4352-9e3c-050185425552","2026-05-31","buy-to-let","switched","2026-04-23"
"Elderless","065774ff-f833-4044-9bd9-54c7736e323d","2029-06-30","buy-to-let","open",""
"Elderless","065c057b-e5e5-4312-9cd4-cedba85d23c9","2027-12-31","buy-to-let","open",""
"Elderless","065c9cb3-6ee4-4050-8b0a-3b7a3e34e8eb","2026-05-07","buy-to-let","redeemed","2026-05-12"
"Elderless","065f4177-ec81-493c-9959-d0809896efc6","2025-07-31","buy-to-let","switched","2025-06-05"
"Elderless","065f6a14-8922-49ba-aec8-21992249aacc","2026-10-31","buy-to-let","open",""
"Elderless","0660832a-9c85-4cdc-8ae9-2c256bc9e32b","2027-01-31","buy-to-let","open",""
"Elderless","066bc7da-c38b-4bdf-9e04-4afa4128b510","2028-03-31","buy-to-let","open",""
"Roast Ham","066faed6-392b-47d3-8b3e-f1018b4f863d","2027-08-31","owner-occupied","open",""
"Roast Ham","066fd41b-e770-485e-a676-b93d19444cb0","2027-02-28","buy-to-let","open",""
"Roast Ham","0673223e-2356-45e8-9e8d-d3a3f0b3a061","2029-10-31","owner-occupied","open",""
"Roast Ham","0676aa32-6721-46f5-a1e6-b439e2c694f4","2026-06-30","owner-occupied","switched","2026-05-02"
"Roast Ham","067820d7-a0e9-4498-836d-f34465f4aa87","2025-07-31","buy-to-let","redeemed","2025-07-15"
"Hidecreek","067a0e8f-2a29-4362-899e-168cf541981d","2026-09-30","buy-to-let","open",""
"Elderless","067bf83c-7252-4fb6-990a-804ddd54054a","2030-06-17","buy-to-let","open",""
"Roast Ham","067d828d-c951-417c-95b1-fe3ed8a5de03","2028-10-31","owner-occupied","open",""
"Elderless","067e49b7-ab74-4cf7-9fb4-147baa8f8ec6","2028-09-30","owner-occupied","open",""
"Elderless","067eaeca-c344-4b13-a23c-9cd3c747c107","2030-03-13","buy-to-let","open",""
"Elderless","068056f2-dd8d-40be-982f-38907697aa73","2025-05-12","buy-to-let","redeemed","2026-02-07"
"Elderless","06844b54-9d6a-4d2f-86f8-52b4f53665b9","2026-03-06","owner-occupied","redeemed","2026-03-10"
"Roast Ham","06855ba1-2937-4954-b2e6-069e2eed6cd1","2026-07-31","owner-occupied","open",""
